TR_CODE;REPORTING_DATE;REGULATION_REFERENCE;REPORT_NAME;REPORT_TYPE;REPORT_GENERATION_TIME;REPORT_COMPLETION_TIME;REPORT_PUBLICATION_TIME;DATE;SLA;DIFFERENCE;TR_INCIDENT_ID
TRRGS;2024-02-29;EMIR;"trdrif3q0000-RL078";TR;1900-01-01T07:12:55Z;2024-02-04T07:12:55Z;2024-02-04T07:12:55Z;04-02-2024;2024-02-05T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"TSR107";PARTICIPANT;1900-01-01T00:00:00Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T06:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"ESMAS-TSR107";ESMA;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
TRRGS;2024-02-29;EMIR;"trdrif3q0000-TD107";TR;1900-01-01T08:12:55Z;2024-02-05T08:12:55Z;2024-02-05T08:12:55Z;05-02-2024;2024-02-06T12:00:00Z;;
